"GEOID","NHPD Property ID","PropertyStatus","Property Name","Property Address","City","State","Zip","Active Subsidies","TargetTenantType","Occupancy Rate","0-1 BedroomUnits","TwoBedroomUnits","ThreePlusBedroomUnits","Percent of ELI Households","HUD Property ID","FairMarketRent_2BR","Owner Type","EarliestStartDate","Total Units","Section 8 Housing Units","Supportive Housing Elderly","FHA Loan Units","FHA Loan Sub_Program Units","Low Income Housing Tax Credit","Low Income Housing Tax Credit sub-program","HOME Grants","Rural Rental Housing"
13089023310,1018508,Active,"ALICE WILLIAMS TOWERS, II                         ","5470 Hillandale Dr",Lithonia,GA,"30058-4865",1,Elderly,98,54,0,0,72,800064678,1180,Non-Profit,"12/1/2018",54,54,,,,,,,
13089023310,1038349,Active,GROVEWOOD PARK APARTMENTS,"6170 Hillandale Dr",Lithonia,GA,"30058-2407",1,,,,56,64,,,1180,Multiple,"1/1/1995",120,,,,,119,,,
13089023311,1037925,Active,DEKALB MR HOMES II                                ,"1116 Alford Rd",Lithonia,GA,"30058-6094",1,Disabled,,4,,,,800004724,1390,Non-Profit,"9/1/2018",4,4,,,,,,,
13089023313,1104606,Active,PANOLA GARDENS SENIOR HOUSING,"2589 Stonekey Pl",Lithonia,GA,"30058-5695",1,,,84,0,0,,,1180,,"1/1/2015",84,,,,,84,,,
13089023314,1037923,Active,"DEKALB MR HOMES, INC                             ","1536 Saint Dunstans Rd",Lithonia,GA,"30058-5632",1,Disabled,,4,,,,800004723,1180,Non-Profit,"8/1/2018",4,4,,,,,,,
13089023316,1038546,Active,ALEXANDER OF STONECREST,"100 Leslie Oaks Dr",Lithonia,GA,"30058-6726",2,Family,,,,,,800239537,1180,For Profit,"1/1/2002",262,,,262,,168,,,
13089023410,1009237,Active,ALLEGRE POINT SENIOR RESIDENCES,"3391 Flat Shoals Rd",Decatur,GA,"30034-1372",2,Elderly,97,65,0,0,79,800222612,1060,Non-Profit,"3/17/2008",67,65,,,,,,2,
13089023410,1038734,Active,MAGNOLIA CIRCLE,"100 Dash Lewis Dr",Decatur,GA,"30034-1648",1,,,32,52,,,,1060,For Profit,"1/1/2003",84,,,,,67,,,
13089023410,1038750,Active,CREEKSIDE VISTA,"3100 Lumby Dr",Decatur,GA,"30034-1696",1,,,,,,,,1060,For Profit,"1/1/2007",208,,,,,208,,,
13089023411,1038742,Active,THORNBERRY APARTMENTS,"2435 Aylesbury Loop",Decatur,GA,"30034-3721",1,,,,,,,,1060,,"1/1/1997",280,,,,,280,,,
13089023412,1038746,Active,CANDLER CROSSING,"3000 Ember Dr",Decatur,GA,"30034-1506",1,,,,,,,,1060,,"1/1/1994",296,,,,,,,,
13089023412,1038296,Active,EAGLE'S NEST,"3002 Ember Dr",Decatur,GA,"30034-1501",1,,,60,166,70,,,1060,Non-Profit,"1/1/1995",296,,,,,296,,,
13089023412,1038744,Active,FOREST AT COLUMBIA,"2505 Columbia Dr",Decatur,GA,"30034-1781",1,,,,,,,,1060,For Profit,"1/1/2001",161,,,,,161,,,
13089023414,1037962,Active,WESLEY CLUB,"4103 Wesley Club Dr",Decatur,GA,"30034-2352",1,,,,152,105,,,1060,Multiple,"1/1/2004",257,,,,,257,,,
13089023418,1037961,Active,GREENS AT STONECREEK,"100 Deer Creek Cir",Lithonia,GA,"30038-3334",1,,,,69,69,,,1060,For Profit,"1/1/2002",100,,,,,100,,,
13089023419,1018491,Active,PROMISE PROJECT INC,"5205 RIVER RD",ELLENWOOD,GA,"30049",2,Elderly,100,36,0,0,73,800211591,1120,Non-Profit,"9/1/2018",36,36,,,,,,,
13089023421,1038758,Active,ORCHARD WALK APARTMENTS,"3800 Flat Shoals Pkwy",Decatur,GA,"30034-4030",1,,,,,,,,1060,For Profit,"11/1/1995",202,,,,,202,,,
13089023428,1039061,Active,HILLS AT FAIRINGTON,"5959 Fairington Rd",Lithonia,GA,"30038",1,,,,,,,,1060,,"1/1/2009",349,,,,,349,,,
13089023501,1039035,Active,ROBINS LANDING,"3529 Glenwood Rd",Decatur,GA,"30032",1,,,,,,,,970,For Profit,"1/1/2001",304,,,,,304,,,
13089023603,1038048,Active,WHISPERING PINES APARTMENTS,"2784 Kelly Lake Rd",Decatur,GA,"30032-6420",1,,,0,0,0,,,970,For Profit,"7/1/1988",40,,,,,0,,,
13089023603,1038052,Active,CANDLER FORREST,"2145 Candler Rd",Decatur,GA,"30032-5574",3,,,2,69,29,,,970,For Profit,"1/1/2007",100,,,,,0,98,10,
13089023700,1037859,Active,HIGHLANDS @ EAST ATLANTA,"2051 Flat Shoals Rd SE",Atlanta,GA,"30316-3002",2,Family,99,0,180,70,84,800004728,1120,Multiple,"3/1/1972",250,250,,,,250,,,
13089023700,1038294,Active,COURTYARDS AT GLENVIEW,"2035 Memorial Dr SE",Atlanta,GA,"30317-2521",1,,,,,,,,1120,Non-Profit,"1/1/1995",172,,,,,176,,,
13089023700,1038736,Active,COLUMBIA VILLAGE TOWNHOMES,"100 Jessica Ave",Decatur,GA,"30032-7412",1,,,,,,,,1120,For Profit,"1/1/1999",100,,,,,100,,,
13089023700,1039003,Active,COLUMBIA MILL APARTMENTS,"2229 Flat Shoals Rd SE",Atlanta,GA,"30316",2,,,56,30,14,,800241875,1120,Non-Profit,"1/1/2013",100,,,,,60,,20,
13089023700,1038273,Active,VILLAGES OF EASTLAKE I,"701 Hillside Village Dr SE",Atlanta,GA,"30317-3179",1,,90,,,,48,,1120,Public Entity,"9/30/1998",91,,,,,,,,
13089023700,1039092,Active,COLUMBIA VILLAGE,"18002 Anwar Trl",Decatur,GA,"30032-7403",1,,97,,,,52,,1120,Public Entity,"12/20/1999",30,,,,,,,,
13089023801,1018453,Active,REYNOLDSTOWN SENIOR RESIDENCES,"695 Field St SE",Atlanta,GA,"30316-1264",3,,97,44,0,0,71,800244506,1120,Profit Motivated,"1/1/2016",70,44,,,,0,,7,
13089023801,1038832,Active,VINEYARDS OF FLATSHOALS,"2115 Vineyard Walk SE",Atlanta,GA,"30316-6919",1,,,,,,,,1120,For Profit,"1/1/2005",228,,,,,,,,
13089023802,1017268,Active,PARADISE EAST APARTMENTS,"1504 Bouldercrest Rd SE",Atlanta,GA,"30316-4042",1,Family,88,30,144,0,89,800004895,1120,Profit Motivated,"11/1/1975",176,160,,,,,,,
13089023802,1038345,Active,EAGLES RUN I,"2000 Bouldercrest Rd SE",Atlanta,GA,"30316-3925",2,,,12,48,18,,,1120,For Profit,"1/1/1996",204,,,,,78,78,,
13097080103,1127401,Active,,"6609 Coventry Pt",Austell,GA,"30168-5079",1,,,,,,,,1070,,"7/7/2017",1,,,,,,,1,
13097080301,1039041,Active,FORREST AVENUE/MAXWELL HOMES                      ,"6690 Kendrick St",Douglasville,GA,"30134-7000",1,Indv. families - not eld/ handicap,89,44,28,38,76,800239946,1050,Non-Profit,"12/1/2013",110,110,,,,,,,
13097080301,1018489,Active,DOUGLASVILLE VOA HSG,"6865 Forrest Ave",Douglasville,GA,"30134-7012",1,Disabled,96,12,0,0,91,800005039,1050,Non-Profit,"12/1/2018",13,12,,,,,,,
13097080301,1117962,Active,DOUGLASS VILLAGE APARTMENTS,"6549 Brown St",Douglasville,GA,"30134-1280",2,Family,97,0,29,59,82,800004726,1050,Multiple,"3/27/1981",88,88,,,,,,,0
13097080301,1038230,Active,PARKER STREET DUPLEX,"6713 Parker St",Douglasville,GA,"30134-1155",1,,,,,,,,1050,For Profit,"1/1/1992",2,,,,,1,,,
13097080301,1038343,Active,DOUGLASVILLE PROPER,"8424 Chicago Ave",Douglasville,GA,"30134-7013",1,,,18,64,18,,,1050,Multiple,"1/1/1995",100,,,,,100,,,
13097080301,1038463,Active,COLUMBIA GARDENS APARTMENTS,"7101 Strickland St",Douglasville,GA,"30134-7024",1,,,,,,,800239895,1050,For Profit,"1/1/2000",129,,,,,126,,,
13097080303,1038766,Active,MILLWOOD PARK APARTMENTS,"8242 Duralee Ln",Douglasville,GA,"30134-8515",1,,,,,,,,1050,For Profit,"1/1/1999",172,,,,,172,,,
13097080304,1038856,Active,DOUGLAS COUNTY RESOURCES,PO Box 1318,Douglasville,GA,"30133",4,Disabled,,8,,,,800004720,1050,Non-profit,"4/1/1982",12,8,8,,,,,,
13097080304,1037869,Active,ALPHA A FOWLER COMMUNITY                          ,"8634 Oneal Dr",Douglasville,GA,"30134-2436",1,Elderly,97,96,4,0,73,800004742,1050,Non-Profit,"12/5/2009",100,100,,,,,,,
13097080304,1038469,Active,HIGHLAND PARK SENIOR VILLAGE,"6785 Selman Dr",Douglasville,GA,"30134-4565",2,,,,,,,,1050,For Profit,"1/1/2000",50,,,,,50,,50,
13097080404,1039109,Active,CONNERS SENIOR VILLAGE,"9501 Conners Rd",Villa Rica,GA,"30180",3,,,12,48,0,,,1020,For Profit,"1/1/2012",60,,,,,0,60,60,
13113140208,1037913,Active,WISDOM WOODS APARTMENTS,"100 Wisdom Cir",Peachtree City,GA,"30269-3965",1,Family,87,0,22,0,75,800036738,1390,Profit Motivated,"6/1/1997",23,22,,,,,,,
13113140208,1115460,Active,WOODSMILL APARTMENTS,"102 Wisdom Rd",Peachtree City,GA,"30269-1167",1,Family,,16,34,,,,1390,Limited Profit,"7/1/1985",50,,,,,,,,
13113140303,1037893,Active,PEACHTREE VILLAS APARTMENTS,"100 Villa Pt",Peachtree City,GA,"30269-1662",1,Elderly,100,60,0,0,70,800036737,1390,Profit Motivated,"6/1/1997",60,60,,,,,,,
13113140303,1039079,Active,HEARTHSIDE AT PEACHTREE CITY,"1000 Newgate Rd",Peachtree City,GA,"30269",2,,,16,80,,,,1390,For Profit,"1/1/2013",96,,,,,82,,82,
13117130408,1038238,Active,HIGHLAND MANOR APARTMENTS,"198 N Corners Pkwy",Cumming,GA,"30040-2079",1,,,54,41,0,,,1350,Non-Profit,"1/1/1993",96,,,,,96,0,,
13117130410,1038367,Active,WILLOWS AT CUMMINGS,"225 Nancy Ln",Cumming,GA,"30040-9640",1,,,16,116,24,,,1350,For Profit,"1/1/1996",156,,,,,156,,,
13117130410,1038412,Active,PROJECT UNNAMED,"277 Tolbert St",Cumming,GA,"30040-2336",1,,100,,,,58,,1350,Public Entity,"1/31/1965",50,,,,,,,,
13117130607,1023834,Active,ABBINGTON AT HAW CREEK,"1455 Buford Hwy",Cumming,GA,"30041-6568",1,,,3,1,0,,800247003,1270,Profit Motivated,"1/1/2018",44,4,,,,,,,
13121000500,1038262,Active,WESTMINSTER,"1422 Piedmont Ave NE",Atlanta,GA,"30309-2776",1,,97,,,0,81,,1660,Public Entity,"7/31/1975",32,,,,,,,,
13121000600,1038042,Active,ATLANTIC STATION MIXED INCOME,"441 16th St NW",Atlanta,GA,"30363-1013",1,Family,,17,97,16,,,1106,Non-Profit,"1/1/2006",130,,,,,103,,,
13121001100,1038261,Active,JUNIPER & 10TH,"150 10th St NE",Atlanta,GA,"30309-4021",1,,,149,0,0,,,1660,Public Entity,"7/31/1974",149,,,,,,,,
13121001201,1038108,Active,LUTHERAN TOWERS,"727 Juniper St NE",Atlanta,GA,"30308-1343",2,Elderly,98,202,,,74,800004842,1530,Non-Profit,"2/1/1973",205,202,,205,,,,,
13121001201,1002215,Active,CENTENNIAL PLACE PHASE 2,"248 Merritts Ave NE",Atlanta,GA,"30308",2,Family,,16,0,0,,800244481,1530,Profit Motivated,"9/1/2016",185,16,,185,,,,,
13121001500,1037929,Active,BOOTH RESIDENCE INC,"1125 Ponce de Leon Ave NE",Atlanta,GA,"30306-4546",2,Elderly,95,99,0,0,83,800005065,1330,Non-Profit,"4/1/2006",100,99,,100,,,,,
13121001500,1106338,Active,BRIARCLIFF SUMMIT APARTMENTS,"1050 Ponce de Leon Ave NE",Atlanta,GA,"30306-4230",3,Elderly,97,175,26,0,88,800004605,1330,Profit Motivated,"1/1/1996",201,200,,201,,200,,,
13121001500,1038176,Active,BIENVENUE PLACE,"963 Ponce de Leon Ave NE",Atlanta,GA,"30306-4254",1,,,,,,,,1330,For Profit,"1/1/1991",61,,,,,61,,,
13121001600,1038425,Active,MCGILL LOFT APARTMENTS,"828 Ralph McGill Blvd NE",Atlanta,GA,"30306-4349",1,,,51,14,,,,1310,For Profit,"1/1/1996",65,,,,,17,,,
13121001700,1015030,Active,BEDFORD PINE APARTMENTS VI,"496 Boulevard NE",Atlanta,GA,"30308-2664",6,Family,86,105,90,21,89,800004968,1530,Multiple,"6/1/1977",151,77,,,,,,,
13121001700,1002219,Active,CITY LIGHTS I,"420 Boulevard NE",Atlanta,GA,"30308-2639",5,Elderly,99,80,0,0,81,800240780,1530,Profit Motivated,"1/1/2016",80,80,,80,,0,,40,
13121001700,1008582,Active,BEACON OF HOPE 520 BLVD APARTMENTS,"520 Boulevard NE",Atlanta,GA,"30308-2750",2,,,,,,,,1530,,"12/29/2010",2,,,,,,,2,
13121001700,1011704,Active,,"516 Boulevard Pl NE",Atlanta,GA,"30308-2804",1,,,,,,,,1530,,"2/27/2013",4,,,,,,,4,
13121001800,1037808,Active,MAGGIE RUSSELL TOWER,"400 Ralph McGill Blvd NE",Atlanta,GA,"30312-1229",2,Elderly,81,142,8,,83,800004626,1530,Profit Motivated,"9/1/1982",210,150,,210,,,,,
13121001800,1038256,Active,COSBY SPEAR HIGHRISE,"355 North Ave NE",Atlanta,GA,"30308-2542",1,,100,,,0,89,,1530,Public Entity,"11/30/1972",282,,,,,,,,
13121001900,1039084,Active,CENTENNIAL PLACE I,"155 Hunnicutt St NW Unit 101",Atlanta,GA,"30313-4512",1,,,,,,,,1050,Public Entity,"1/1/1996",181,,,,,,,,
13121001900,1038391,Active,LEGACY PARTNERSHIP II,"114 Merritts Ave NW",Atlanta,GA,"30313",1,,,,,,,,1050,Public Entity,"6/30/1954",179,,,,,108,,,
13121001900,1038598,Active,CENTENIAL PLACE I,"526 Centennial Olympic Park Dr NW",Atlanta,GA,"30313-2359",4,Family,,0,0,0,,800036825,1050,,"1/1/1998",186,,,181,,0,0,,
13121001900,1107126,Active,IMPERIAL HOTEL,"355 Peachtree St NE",Atlanta,GA,"30308-3256",2,,,0,0,0,,,1050,,"6/23/1998",90,,,,,45,45,,
13121001900,1039088,Active,CENTENNIAL PLACE PHASE IV,"130 HUNNICUTT ST NW",ATLANTA,GA,"30313",1,,,,,,,800209672,1050,Public Entity,"9/30/2000",195,,,195,,,,,
13121001900,1039007,Active,,"355 Peachtree Center Ave NE",Atlanta,GA,"30303",1,,,,,,,,1050,For Profit,"5/8/2015",45,,,,,,,45,
13121002100,1038565,Active,CENTENNIAL PLACE PHASE II,"583 McAfee St NW",Atlanta,GA,"30313-3813",3,Family,,30,58,30,,800036836,1050,Multiple,"1/1/1995",177,,,177,,168,0,,
13121002500,1107578,Active,MAGNOLIA PARK APARTMENTS (ATLANTA),"821 PLAY LN NW",ATLANTA,GA,,1,,,64,104,52,,,990,,"1/1/2000",220,,,,,132,,,
13121002500,1038276,Active,MAGNOLIA PARK APARTMENTS,"60 Paschal Blvd NW",Atlanta,GA,"30314-5027",3,,93,0,0,0,67,800220856,990,Public Entity,"1/1/2000",220,,,180,,0,,,
13121002500,1127390,Active,QUEST VILLAGES III,"871 Rock St NW",Atlanta,GA,"30314-3378",1,,,,,,,,990,,"9/22/2015",28,,,,,,,28,
13121002500,1039232,Active,ROCK STREET REVITALIZATION,"868 Rock St NW",Atlanta,GA,"30314",1,,,,,,,,990,,"10/19/2012",12,,,,,,,12,
13121002600,1037987,Active,FRIENDSHIP TOWERS,"35 Northside Dr SW",Atlanta,GA,"30313-1436",2,Elderly,97,97,5,0,90,800004765,990,Non-profit,"3/24/1981",102,102,102,,,,,,
13121002600,1038236,Active,COURTYARD AT MAPLE,"55 Maple St NW",Atlanta,GA,"30314-4753",1,,,,,,,,990,,"1/1/1993",182,,,,,72,,,
13121002600,1038389,Active,LEGACY PARTNERSHIP I,"528 Lovejoy St NW",Atlanta,GA,"30313",1,,,64,86,31,,,990,For Profit,"1/1/1997",180,,,,,108,,,
13121002800,1014992,Active,WHEAT STREET TOWERS,"375 Auburn Ave NE",Atlanta,GA,"30312-1517",2,Elderly,60,210,0,0,94,800242636,1090,Profit Motivated,"1/1/1974",210,210,,208,,,,,
13121002800,1014980,Active,BIG BETHEL TOWER,"210 Auburn Ave NE",Atlanta,GA,"30303-2610",2,Family,83,105,75,0,76,800004630,1090,Non-Profit,"5/1/1973",182,180,,180,,,,,
13121002800,1038583,Active,ASHLEY AURBURN POINTE I / OAKS,"357 Auburn Pointe Dr SE",Atlanta,GA,"30312-1723",2,,,0,0,0,,,1090,For Profit,"1/1/2010",154,,,,,0,154,,
13121002800,1039214,Active,,"371 Irwin St NE",Atlanta,GA,"30312",1,,,,,,,,1090,,"1/20/2009",2,,,,,,,2,
13121002900,1038387,Active,PRI/HENDERSON PLACE,"131 Grape St NE",Atlanta,GA,"30312-1682",1,,,0,0,0,,,1290,Non-Profit,"1/1/1997",58,,,,,57,,,
13121002900,1038457,Active,IRWIN STREET APTS/HENDERSON PLACE/PRI,"514 Irwin St NE",Atlanta,GA,"30312",1,,,44,14,,,,1290,Non-Profit,"1/1/1999",58,,,,,57,,,
13121002900,1127387,Active,,"610 Irwin St NE",Atlanta,GA,"30312-1684",1,,,,,,,,1290,,"6/26/2017",3,,,,,,,3,
13121002900,1039222,Active,AUBURN AVENUE WAREHOUSE,"659 Auburn Ave NE",Atlanta,GA,"30312",1,,,,,,,,1290,,"12/8/2009",112,,,,,,,22,
13121003100,1038246,Active,AMBERWOOD VILLAGE,"180 Flat Shoals Ave SE",Atlanta,GA,"30316-1475",1,,,,,,,,1120,Non-Profit,"1/1/1994",30,,,,,30,,,
13121003100,1038526,Active,REYNOLDS TOWN COMMONS,"1124 Wylie St SE",Atlanta,GA,"30316-1335",3,,,,,,,,1120,For Profit,"12/27/2005",32,,,,,32,,32,
13121003200,1106928,Active,FULTON COTTON MILL RESIDENTIAL,"170 BLVD SE",Atlanta,GA,"30312-2325",2,Family,,,,,,800036823,1120,,"1/1/1997",207,,,206,,,,,
13121003200,1102621,Active,CAPITOL GATEWAY APARTMENTS PHA,"89 Memorial Dr SE",Atlanta,GA,"30312",2,Family,,,,,,800239733,1120,,"1/1/2007",269,,,269,,,,,
13121003500,1038415,Active,CITY PLAZA APARTMENTS,"133 Trinity Ave SW",Atlanta,GA,"30303-3666",1,,,69,95,,,,1090,For Profit,"1/1/1998",164,,,,,34,,,
13121003500,1008847,Active,CHDO-LAND ACQUISITION-CHRISTIAN CITY INC,"141 Pryor St SW Ste 8054",Atlanta,GA,"30303-3466",1,,,,,,,,1090,,"2/21/2006",12,,,,,,,12,
13121003600,1038590,Active,NORTHSIDE PLAZA,"440 Markham St SW",Atlanta,GA,"30313-1408",1,,,,,,,,990,For Profit,"1/1/1992",127,,,,,26,,,
13121003800,1039228,Active,"1011 CAMILLA STREET","830 Westview Dr SW",Atlanta,GA,"30314",1,,,,,,,,990,,"3/6/2012",1,,,,,,,1,
13121003900,1038129,Active,COLUMBIA PLAZA APARTMENTS,"1017 Westview Dr SW",Atlanta,GA,"30310-5400",1,,,,,,,,990,For Profit,"10/1/1968",94,,,,,94,,,
13121003900,1039102,Active,ASHLEY II AT COLLEGETOWN/ASHCOLL 2HARRV,"965 Sells Ave SW",Atlanta,GA,"30310",1,,97,,,,59,,990,Public Entity,"12/31/2010",70,,,,,,,,
13121003900,1039192,Active,MOREHOUSE COLLEGE,"1003 Camilla St SW",Atlanta,GA,"30314",5,,,,,,,,990,,"7/26/2011",1,,,,,,,1,
13121003900,1039226,Active,UCDC,"79 Newcastle St SW",Atlanta,GA,"30314",1,,,,,,,,990,,"8/16/2013",1,,,,,,,1,
13121004000,1038572,Active,BEREAN VILLAGE & SENIOR SERVICE CENTER            ,"230 Westview Pl SW",Atlanta,GA,"30314-2600",1,Elderly,95,48,0,0,80,800225978,990,Non-Profit,"6/22/2019",48,48,,,,,,,
13121004000,1039202,Active,,"1437 Lucile Ave SW",Atlanta,GA,"30310",1,,,,,,,,990,,"11/19/2013",12,,,,,,,12,
13121004100,1038158,Active,GREENWICH STREET APARTMENTS,"1241 Greenwich St SW",Atlanta,GA,"30310-1609",1,,,,,,,,1010,For Profit,"1/1/1991",2,,,,,2,,,
13121004100,1038166,Active,"432-434 ATWOOD ST SW","432 Atwood St SW",Atlanta,GA,"30310-1644",1,,,0,0,0,,,1010,For Profit,"1/1/1991",2,,,,,2,0,,
13121004100,1038164,Active,"426-428 ATWOOD ST SW","426 Atwood St SW",Atlanta,GA,"30310-1644",1,,,,,,,,1010,For Profit,"1/1/1991",2,,,,,2,,,
13121004100,1038168,Active,"494-496 ATWOOD ST SW","494 Atwood St SW",Atlanta,GA,"30310-1602",1,,,,,,,,1010,For Profit,"1/1/1991",2,,,,,2,,,
13121004100,1038585,Active,VERANDA AT COLLEGETOWN,"372 Legacy Dr SW",Atlanta,GA,"30310-5454",1,,,92,8,,,,1010,For Profit,"1/1/2005",100,,,,,90,,,
13121004100,1038160,Inconclusive,ATWOOD STREET/416-418,"416 Atwood St SW",Atlanta,GA,"30310-1644",0,,,0,0,0,,,1010,,"1/1/1991",2,,,,,0,,,
13121004200,1002226,Active,COMMUNITY FRIENDSHIP APARTMENTS,"684 Lawton St SW",Atlanta,GA,"30310-2600",4,Disabled,,11,7,0,,800004686,1010,Non-Profit,"3/1/2014",36,10,,36,,,,,
13121004200,1037932,Active,ABERNATHY TOWER,"1059 Oglethorpe Ave SW",Atlanta,GA,"30310-2651",2,Elderly,96,99,1,0,92,800005012,1010,Profit Motivated,"2/1/2010",101,99,,,,,,,
13121004200,1038443,Active,OGELTHORPE PLACE APARTMENTS,"835 Oglethorpe Ave SW",Atlanta,GA,"30310-2783",2,,,36,108,0,,,1010,For Profit,"1/1/1996",144,,,,,0,29,,
13121004200,1038637,Active,THE VERANDA AT COLLEGETOWN,"920 Sells Ave SW",Atlanta,GA,"30310-1383",2,Elderly,,64,16,,,800220904,1010,For Profit,"1/1/2004",100,,,100,,72,,,
13121004200,1039008,Active,ASHLEY COLLEGETOWN II,"387 Joseph E Lowery Blvd SW",Atlanta,GA,"30310",2,,,61,100,35,,,1010,For Profit,"1/1/2006",199,,,,,118,177,,
13121004200,1038589,Active,ATRIUM AT COLLEGETOWN,"435 Joseph E Lowery Blvd SW",Atlanta,GA,"30310-1471",2,Eldery or Disabled,97,,,,81,,1010,Multiple,"1/1/2008",190,,,,,190,,,
13121004200,1038277,Active,ASHLEY TERRACE,"717 Lee St SW",Atlanta,GA,"30310-2796",1,,94,,,,56,,1010,Public Entity,"7/31/2001",34,,,,,,,,
13121004200,1038280,Active,ASHLEY COLLEGETOWN,"373 Legacy Dr SW",Atlanta,GA,"30310-1393",1,,96,,,,53,,1010,Public Entity,"7/31/2005",78,,,,,,,,
13121004200,1038609,Active,GARDENS AT COLLEGETOWN/JOHNCHILESHARRVI,"899 Park St SW",Atlanta,GA,"30310-1460",1,,100,,0,0,100,,1010,Multiple,"1/1/2009",26,,,,,,,,
13121004300,1038272,Active,THE VILLAGES OF CASTLEBERRY HI,"600 Greensferry Ave SW",Atlanta,GA,"30314-4339",3,Family,,90,150,44,,800210989,990,Multiple,"1/1/1999",284,,,284,166,171,,,
13121004300,1038275,Active,VILLAGE AT CASTLEBERRY HILL PHASE II,"565 Greensferry Ave SW",Atlanta,GA,"30314-4346",1,,96,,,,59,,990,Public Entity,"9/30/2000",114,,,,,,,,
13121004300,1038584,Active,NORTHSIDE VILLAGE APARTMENTS,"370 Northside Dr NW",Atlanta,GA,"30318-7038",1,,,,,,,,990,,"1/1/2004",261,,,261,,,,,
13121004400,1038594,Active,TOBY SEXTON REDEVLOPMENT,"490 Glenn St SW",Atlanta,GA,"30312-2459",1,,,,,,,,1290,For Profit,"1/1/2004",201,,,,,201,,,
13121004400,1038059,Active,COLUMBIA AT MECHANICSVILLE,"500 McDaniel St SW",Atlanta,GA,"30312-2492",3,,92,23,98,53,51,800232918,1290,Multiple,"1/1/2007",174,,,174,,126,,,
13121004400,1038061,Active,COLUMBIA SENIOR RESIDENCES AT,"555 McDaniel St SW",Atlanta,GA,"30312-4457",4,Eldery or Disabled,96,153,2,,83,800232917,1290,Multiple,"1/1/2007",155,,,155,,150,,150,
13121004400,1038597,Active,COLUMBIA MECHANICSVILLE PHASE 4,"520 Fulton St SW",Atlanta,GA,"30312-2467",2,,,18,101,45,,,1290,For Profit,"1/1/2008",164,,,,,0,98,,
13121004400,1038600,Active,MECHANICSVILLE APARTMENTS PHASE III,"565 Wells St SW",Atlanta,GA,"30312-2443",2,,93,,,,52,,1290,Multiple,"1/1/2009",164,,,,,164,,,
13121004400,1039104,Active,MECHANICSVILLE PHASE VI,"565 McDaniel St SW",Atlanta,GA,"30312",2,,100,,,,57,,1290,Multiple,"1/1/2011",156,,,,,156,,,
13121004400,1039098,Active,MECHANICSVILLESTATION/MECH-4-MCDANGLENV,"540 Humphries St SW",Atlanta,GA,"30312",1,,86,,,,46,,1290,Public Entity,"12/31/2008",63,,,,,,,,
13121004400,1039218,Active,,"416 Rawson St SW",Atlanta,GA,"30312",2,,,,,,,,1290,,"6/2/2016",5,,,,,,,3,
13121004800,1038069,Active,COLUMBIA SENIOR RESIDENCE,"380 Martin St SE",Atlanta,GA,"30312-3909",5,Elderly,,96,0,0,,800222280,1290,For Profit,"1/1/2007",122,,,122,,0,0,96,
13121004800,1038588,Active,CAPITOL GATEWAY PHASE II,"43 Woodward Ave SE",Atlanta,GA,"30312-2068",2,Family,,90,44,18,,800224193,1290,For Profit,"1/1/2007",152,,,152,,91,,,
13121004800,1038532,Active,COLUMBIA SENIOR RESIDENCES AT MARTIN LUTHER KING VILLAGE,"125 Logan St SE",Atlanta,GA,"30312-2000",1,,,122,,,,,1290,For Profit,"1/1/2007",122,,,,,96,,,
13121004800,1038285,Active,CAPITOL I (PHASE III),"175 Memorial Dr SE",Atlanta,GA,"30312-2062",1,,93,,,,55,,1290,Public Entity,"7/31/2007",89,,,,,,,,
13121004800,1039096,Active,CAPITOL II (PHASE IV),"358 Fraser St SE",Atlanta,GA,"30312",1,,92,,,,53,,1290,Public Entity,"8/9/2006",49,,,,,,,,
13121004900,1038257,Active,GEORGIA AVENUE HIGHRISE,"174 Georgia Ave SE",Atlanta,GA,"30312-3030",1,Eldery or Disabled,99,,,,92,,1290,Public Entity,"9/30/1978",79,,,,,,,,
13121004900,1038269,Active,MARTIN STREET PLAZA,"600 Martin St SE",Atlanta,GA,"30312-2920",1,,100,0,,,53,,1290,Public Entity,"6/1/1979",59,,,,,,,,
13121005200,1039555,Active,TRESTLETREE VILLAGE,"970 Confederate Ave SE",Atlanta,GA,"30312",2,Family,,0,188,0,,800004780,1120,Profit Motivated,"10/1/2012",188,188,,,,,,,
13121005200,1038010,Active,TRESTLETREE VILLAGE,"904 Confederate Ct SE",Atlanta,GA,"30312-3787",1,Family,98,0,188,0,86,800004780,1120,Profit Motivated,"12/1/2009",188,188,,188,,,,,
13121005501,1106189,Active,BOYNTON VILLAGE APARTMENTS,"1044 Hank Aaron Dr SE",Atlanta,GA,"30315-1736",2,Family,98,5,11,27,93,800004633,980,Profit Motivated,"4/1/1978",43,43,,,,,,,
13121005501,1037955,Active,CAPITOL VANIRA APARTMENTS,"942 Hank Aaron Dr SE",Atlanta,GA,"30315-1745",1,Family,88,4,26,30,81,800004662,980,Profit Motivated,"4/1/1978",60,60,,,,,,,
13121005501,1038554,Active,COLUMBIA AT PEOPLESTOWN,"222 Tuskegee St SE",Atlanta,GA,"30315-1951",4,,,0,81,18,,800223540,980,Multiple,"1/1/2003",99,,,99,,0,69,69,
13121005502,1038563,Active,VILLAGES AT CARVER PHASE I,"201 Moury Ave SW",Atlanta,GA,"30315-3400",3,,,48,108,64,,,980,For Profit,"1/1/2001",220,,,220,,154,0,,
