,GEOID,BEDROOMS BY GROSS RENT_Estimate!!Total,BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom,BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent!!Less than $300,BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent!!$300 to $499,BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent!!$500 to $749,BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent!!$750 to $999,"BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent!!$1,000 to $1,499","BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!With cash rent!!$1,500 or more",BEDROOMS BY GROSS RENT_Estimate!!Total!!No bedroom!!No cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom,BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent!!Less than $300,BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent!!$300 to $499,BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent!!$500 to $749,BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent!!$750 to $999,"BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent!!$1,000 to $1,499","BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!With cash rent!!$1,500 or more",BEDROOMS BY GROSS RENT_Estimate!!Total!!1 bedroom!!No cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms,BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent!!Less than $300,BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent!!$300 to $499,BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent!!$500 to $749,BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent!!$750 to $999,"BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent!!$1,000 to $1,499","BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!With cash rent!!$1,500 or more",BEDROOMS BY GROSS RENT_Estimate!!Total!!2 bedrooms!!No cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms,BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent,BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent!!Less than $300,BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent!!$300 to $499,BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent!!$500 to $749,BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent!!$750 to $999,"BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent!!$1,000 to $1,499","BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!With cash rent!!$1,500 or more",BEDROOMS BY GROSS RENT_Estimate!!Total!!3 or more bedrooms!!No cash rent,YEAR
142,13121009101,1660.0,123.0,111.0,0.0,0.0,19.0,92.0,0.0,0.0,12.0,772.0,742.0,130.0,31.0,47.0,96.0,438.0,0.0,30.0,692.0,692.0,0.0,43.0,0.0,60.0,304.0,285.0,0.0,73.0,61.0,0.0,0.0,0.0,0.0,0.0,61.0,12.0,2015.0
143,13121009101,1560.0,113.0,105.0,3.0,0.0,20.0,62.0,20.0,0.0,8.0,707.0,677.0,45.0,41.0,39.0,76.0,476.0,0.0,30.0,706.0,706.0,0.0,42.0,0.0,18.0,269.0,377.0,0.0,34.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,2016.0
144,13121009101,1589.0,106.0,106.0,6.0,0.0,16.0,65.0,19.0,0.0,0.0,766.0,737.0,49.0,17.0,35.0,63.0,492.0,81.0,29.0,670.0,670.0,0.0,72.0,0.0,43.0,181.0,374.0,0.0,47.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,7.0,2017.0
145,13121008904,893.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,147.0,135.0,0.0,0.0,13.0,12.0,26.0,84.0,12.0,547.0,520.0,0.0,0.0,0.0,57.0,118.0,345.0,27.0,166.0,150.0,0.0,0.0,0.0,10.0,0.0,140.0,16.0,2012.0
146,13121008904,875.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,74.0,64.0,0.0,0.0,0.0,14.0,11.0,39.0,10.0,605.0,579.0,0.0,0.0,0.0,16.0,133.0,430.0,26.0,167.0,141.0,0.0,0.0,0.0,8.0,0.0,133.0,26.0,2013.0
147,13121008904,891.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,75.0,64.0,0.0,0.0,0.0,14.0,23.0,27.0,11.0,584.0,571.0,0.0,0.0,0.0,30.0,64.0,477.0,13.0,204.0,182.0,0.0,0.0,0.0,8.0,0.0,174.0,22.0,2014.0
148,13121008904,901.0,89.0,89.0,0.0,0.0,0.0,58.0,31.0,0.0,0.0,79.0,79.0,0.0,0.0,15.0,37.0,27.0,0.0,0.0,576.0,560.0,0.0,0.0,32.0,36.0,457.0,35.0,16.0,157.0,157.0,0.0,0.0,10.0,0.0,104.0,43.0,0.0,2015.0
149,13121008904,1065.0,87.0,87.0,0.0,0.0,0.0,56.0,31.0,0.0,0.0,111.0,111.0,0.0,0.0,10.0,26.0,75.0,0.0,0.0,603.0,587.0,0.0,0.0,0.0,30.0,505.0,52.0,16.0,264.0,200.0,0.0,0.0,21.0,0.0,109.0,70.0,64.0,2016.0
150,13121008904,1079.0,51.0,51.0,0.0,0.0,0.0,34.0,17.0,0.0,0.0,118.0,118.0,0.0,0.0,10.0,64.0,44.0,0.0,0.0,623.0,612.0,0.0,0.0,0.0,27.0,473.0,112.0,11.0,287.0,228.0,0.0,0.0,12.0,0.0,90.0,126.0,59.0,2017.0
151,13121003700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0
152,13121003700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013.0
153,13121003700,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0
154,13121003700,54.0,14.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0
155,13121003700,95.0,14.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,53.0,53.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016.0
156,13121003700,110.0,14.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,68.0,68.0,26.0,42.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0
157,13121010211,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,48.0,0.0,0.0,0.0,5.0,43.0,0.0,31.0,272.0,272.0,0.0,0.0,0.0,10.0,185.0,77.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,2012.0
158,13121010211,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,51.0,0.0,0.0,0.0,5.0,46.0,0.0,35.0,245.0,245.0,0.0,0.0,0.0,5.0,166.0,74.0,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,2013.0
159,13121010211,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,51.0,0.0,0.0,0.0,5.0,46.0,0.0,29.0,170.0,170.0,0.0,0.0,0.0,6.0,84.0,80.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,2014.0
160,13121010211,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,5.0,45.0,0.0,0.0,0.0,114.0,114.0,0.0,0.0,6.0,59.0,49.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,26.0,34.0,0.0,2015.0
161,13121010211,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,6.0,34.0,0.0,0.0,0.0,86.0,86.0,0.0,0.0,15.0,20.0,51.0,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,27.0,4.0,0.0,2016.0
162,13121010211,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,0.0,0.0,0.0,40.0,14.0,15.0,0.0,75.0,75.0,0.0,0.0,7.0,16.0,45.0,7.0,0.0,35.0,35.0,0.0,0.0,0.0,20.0,13.0,2.0,0.0,2017.0
163,13121012000,810.0,53.0,53.0,21.0,0.0,27.0,5.0,0.0,0.0,0.0,291.0,291.0,13.0,39.0,92.0,76.0,71.0,0.0,0.0,273.0,273.0,0.0,18.0,16.0,83.0,125.0,31.0,0.0,193.0,171.0,4.0,0.0,0.0,51.0,53.0,63.0,22.0,2012.0
164,13121012000,790.0,75.0,75.0,23.0,0.0,46.0,6.0,0.0,0.0,0.0,355.0,355.0,44.0,49.0,82.0,86.0,94.0,0.0,0.0,157.0,157.0,0.0,4.0,18.0,41.0,65.0,29.0,0.0,203.0,203.0,5.0,0.0,0.0,21.0,118.0,59.0,0.0,2013.0
165,13121012000,872.0,62.0,62.0,4.0,0.0,52.0,6.0,0.0,0.0,0.0,388.0,388.0,40.0,100.0,90.0,94.0,60.0,4.0,0.0,188.0,188.0,0.0,0.0,24.0,72.0,92.0,0.0,0.0,234.0,234.0,5.0,0.0,7.0,33.0,78.0,111.0,0.0,2014.0
166,13121012000,913.0,42.0,42.0,13.0,23.0,6.0,0.0,0.0,0.0,0.0,390.0,390.0,139.0,45.0,135.0,67.0,4.0,0.0,0.0,237.0,237.0,0.0,21.0,72.0,99.0,28.0,17.0,0.0,244.0,244.0,4.0,7.0,26.0,70.0,104.0,33.0,0.0,2015.0
167,13121012000,950.0,46.0,46.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,358.0,358.0,142.0,46.0,110.0,56.0,4.0,0.0,0.0,254.0,254.0,0.0,32.0,79.0,85.0,33.0,25.0,0.0,292.0,292.0,0.0,14.0,5.0,102.0,112.0,59.0,0.0,2016.0
168,13121012000,933.0,89.0,75.0,7.0,68.0,0.0,0.0,0.0,0.0,14.0,327.0,327.0,117.0,43.0,108.0,59.0,0.0,0.0,0.0,265.0,265.0,0.0,15.0,104.0,84.0,39.0,23.0,0.0,252.0,252.0,0.0,16.0,5.0,37.0,155.0,39.0,0.0,2017.0
169,13121009000,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,304.0,0.0,0.0,0.0,0.0,169.0,135.0,0.0,197.0,197.0,0.0,0.0,0.0,0.0,28.0,169.0,0.0,47.0,39.0,0.0,0.0,0.0,12.0,0.0,27.0,8.0,2012.0
170,13121009000,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,322.0,0.0,0.0,0.0,11.0,140.0,171.0,0.0,220.0,220.0,0.0,0.0,0.0,0.0,28.0,192.0,0.0,46.0,38.0,0.0,0.0,0.0,11.0,0.0,27.0,8.0,2013.0
171,13121009000,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,283.0,0.0,0.0,0.0,11.0,125.0,147.0,0.0,259.0,259.0,0.0,0.0,0.0,0.0,28.0,231.0,0.0,117.0,110.0,0.0,0.0,0.0,11.0,0.0,99.0,7.0,2014.0
172,13121009000,726.0,23.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,294.0,294.0,0.0,0.0,11.0,110.0,173.0,0.0,0.0,283.0,283.0,0.0,0.0,0.0,25.0,194.0,64.0,0.0,126.0,119.0,0.0,0.0,0.0,0.0,49.0,70.0,7.0,2015.0
173,13121009000,761.0,21.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,301.0,301.0,0.0,0.0,12.0,56.0,225.0,8.0,0.0,310.0,310.0,0.0,0.0,0.0,23.0,223.0,64.0,0.0,129.0,107.0,0.0,0.0,0.0,0.0,50.0,57.0,22.0,2016.0
174,13121009000,890.0,24.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,375.0,375.0,0.0,0.0,12.0,35.0,320.0,8.0,0.0,354.0,354.0,0.0,0.0,0.0,0.0,171.0,183.0,0.0,137.0,113.0,0.0,0.0,0.0,0.0,54.0,59.0,24.0,2017.0
175,13121007002,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,244.0,244.0,0.0,0.0,0.0,53.0,144.0,47.0,0.0,210.0,210.0,0.0,0.0,17.0,20.0,92.0,81.0,0.0,2012.0
176,13121007002,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,8.0,0.0,15.0,0.0,235.0,235.0,0.0,0.0,0.0,37.0,145.0,53.0,0.0,201.0,201.0,0.0,0.0,21.0,41.0,57.0,82.0,0.0,2013.0
177,13121007002,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,0.0,35.0,0.0,20.0,0.0,186.0,186.0,0.0,0.0,0.0,18.0,119.0,49.0,0.0,226.0,226.0,0.0,21.0,0.0,24.0,53.0,128.0,0.0,2014.0
178,13121007002,519.0,23.0,23.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0,0.0,52.0,15.0,0.0,21.0,0.0,197.0,197.0,22.0,0.0,25.0,142.0,8.0,0.0,0.0,211.0,211.0,20.0,0.0,23.0,61.0,84.0,23.0,0.0,2015.0
179,13121007002,538.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,97.0,97.0,0.0,0.0,42.0,32.0,0.0,23.0,0.0,232.0,226.0,23.0,0.0,44.0,159.0,0.0,0.0,6.0,184.0,184.0,15.0,0.0,25.0,64.0,80.0,0.0,0.0,2016.0
180,13121007002,643.0,31.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,33.0,27.0,0.0,30.0,0.0,270.0,261.0,31.0,0.0,26.0,194.0,10.0,0.0,9.0,252.0,252.0,17.0,0.0,58.0,42.0,135.0,0.0,0.0,2017.0
181,13121009900,542.0,56.0,56.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,204.0,204.0,0.0,8.0,0.0,0.0,35.0,161.0,0.0,211.0,211.0,0.0,0.0,0.0,29.0,35.0,147.0,0.0,71.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,17.0,2012.0
182,13121009900,635.0,56.0,56.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,285.0,285.0,0.0,11.0,0.0,0.0,42.0,232.0,0.0,235.0,235.0,0.0,0.0,0.0,34.0,35.0,166.0,0.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,2013.0
183,13121009900,607.0,59.0,59.0,0.0,0.0,0.0,0.0,45.0,14.0,0.0,309.0,309.0,0.0,10.0,0.0,0.0,37.0,262.0,0.0,223.0,223.0,0.0,0.0,0.0,13.0,42.0,168.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2014.0
184,13121009900,578.0,13.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,329.0,329.0,15.0,0.0,0.0,74.0,240.0,0.0,0.0,216.0,216.0,0.0,0.0,17.0,46.0,94.0,59.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2015.0
185,13121009900,627.0,67.0,67.0,0.0,0.0,0.0,12.0,55.0,0.0,0.0,304.0,304.0,9.0,0.0,0.0,66.0,190.0,39.0,0.0,237.0,237.0,0.0,0.0,19.0,52.0,69.0,97.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2016.0
186,13121009900,634.0,53.0,53.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,324.0,324.0,0.0,0.0,0.0,47.0,224.0,53.0,0.0,238.0,238.0,0.0,0.0,0.0,11.0,108.0,119.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2017.0
187,13121010303,1048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,172.0,0.0,0.0,80.0,0.0,92.0,0.0,0.0,470.0,470.0,0.0,0.0,0.0,0.0,285.0,185.0,0.0,406.0,406.0,0.0,0.0,0.0,0.0,0.0,406.0,0.0,2012.0
188,13121010303,1241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,206.0,0.0,45.0,72.0,0.0,89.0,0.0,0.0,507.0,507.0,0.0,0.0,0.0,0.0,285.0,222.0,0.0,528.0,528.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0,2013.0
189,13121010303,1263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,18.0,108.0,0.0,74.0,0.0,0.0,579.0,579.0,0.0,0.0,0.0,0.0,180.0,399.0,0.0,484.0,484.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,2014.0
190,13121010303,1295.0,86.0,86.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,216.0,216.0,18.0,106.0,0.0,92.0,0.0,0.0,0.0,553.0,553.0,0.0,0.0,0.0,204.0,337.0,12.0,0.0,440.0,440.0,13.0,0.0,0.0,0.0,303.0,124.0,0.0,2015.0
191,13121010303,1205.0,87.0,87.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,173.0,173.0,17.0,45.0,0.0,111.0,0.0,0.0,0.0,451.0,451.0,0.0,0.0,0.0,155.0,279.0,17.0,0.0,494.0,494.0,10.0,38.0,0.0,0.0,338.0,108.0,0.0,2016.0
192,13121010303,1148.0,105.0,105.0,0.0,0.0,0.0,88.0,17.0,0.0,0.0,173.0,173.0,16.0,45.0,0.0,112.0,0.0,0.0,0.0,467.0,467.0,0.0,0.0,0.0,92.0,354.0,21.0,0.0,403.0,403.0,15.0,37.0,0.0,0.0,247.0,104.0,0.0,2017.0
193,13121001700,1010.0,101.0,101.0,11.0,0.0,0.0,66.0,0.0,24.0,0.0,357.0,350.0,51.0,8.0,0.0,39.0,146.0,106.0,7.0,449.0,449.0,86.0,22.0,37.0,65.0,7.0,232.0,0.0,103.0,103.0,0.0,0.0,0.0,23.0,0.0,80.0,0.0,2012.0
194,13121001700,1301.0,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,469.0,465.0,52.0,9.0,30.0,59.0,128.0,187.0,4.0,634.0,634.0,88.0,28.0,82.0,58.0,17.0,361.0,0.0,148.0,148.0,0.0,0.0,0.0,2.0,23.0,123.0,0.0,2013.0
195,13121001700,1391.0,48.0,48.0,0.0,0.0,0.0,40.0,0.0,8.0,0.0,554.0,549.0,31.0,18.0,21.0,52.0,117.0,310.0,5.0,656.0,656.0,62.0,8.0,57.0,84.0,68.0,377.0,0.0,133.0,133.0,0.0,0.0,0.0,0.0,21.0,112.0,0.0,2014.0
196,13121001700,1546.0,52.0,52.0,0.0,0.0,34.0,0.0,18.0,0.0,0.0,523.0,517.0,48.0,18.0,45.0,97.0,289.0,20.0,6.0,869.0,869.0,63.0,55.0,81.0,160.0,204.0,306.0,0.0,102.0,102.0,0.0,0.0,0.0,17.0,69.0,16.0,0.0,2015.0
197,13121001700,1680.0,69.0,69.0,0.0,0.0,35.0,0.0,34.0,0.0,0.0,638.0,638.0,30.0,20.0,46.0,72.0,301.0,169.0,0.0,885.0,885.0,39.0,57.0,44.0,126.0,256.0,363.0,0.0,88.0,88.0,0.0,0.0,0.0,0.0,69.0,19.0,0.0,2016.0
198,13121001700,1797.0,69.0,69.0,0.0,0.0,34.0,0.0,35.0,0.0,0.0,699.0,699.0,56.0,81.0,23.0,24.0,270.0,245.0,0.0,933.0,933.0,46.0,39.0,26.0,112.0,237.0,473.0,0.0,96.0,96.0,0.0,0.0,0.0,0.0,76.0,20.0,0.0,2017.0
199,13121000600,1627.0,107.0,107.0,0.0,0.0,0.0,38.0,26.0,43.0,0.0,529.0,529.0,17.0,0.0,0.0,9.0,167.0,336.0,0.0,515.0,504.0,0.0,0.0,0.0,0.0,89.0,415.0,11.0,476.0,464.0,0.0,0.0,0.0,23.0,189.0,252.0,12.0,2012.0
200,13121000600,1710.0,107.0,107.0,0.0,0.0,0.0,23.0,29.0,55.0,0.0,588.0,576.0,19.0,0.0,0.0,13.0,135.0,409.0,12.0,658.0,625.0,0.0,0.0,0.0,0.0,36.0,589.0,33.0,357.0,357.0,0.0,0.0,0.0,0.0,154.0,203.0,0.0,2013.0
201,13121000600,1778.0,70.0,70.0,0.0,0.0,0.0,17.0,17.0,36.0,0.0,617.0,606.0,0.0,0.0,14.0,25.0,133.0,434.0,11.0,741.0,722.0,0.0,0.0,0.0,11.0,32.0,679.0,19.0,350.0,350.0,0.0,0.0,0.0,0.0,116.0,234.0,0.0,2014.0
202,13121000600,1825.0,108.0,108.0,0.0,0.0,18.0,39.0,41.0,10.0,0.0,671.0,661.0,0.0,12.0,28.0,139.0,440.0,42.0,10.0,755.0,735.0,0.0,0.0,9.0,46.0,334.0,346.0,20.0,291.0,291.0,0.0,0.0,0.0,94.0,155.0,42.0,0.0,2015.0
203,13121000600,1780.0,136.0,136.0,0.0,20.0,44.0,21.0,43.0,8.0,0.0,713.0,695.0,0.0,0.0,75.0,50.0,475.0,95.0,18.0,625.0,597.0,0.0,0.0,7.0,23.0,199.0,368.0,28.0,306.0,306.0,0.0,0.0,18.0,77.0,97.0,114.0,0.0,2016.0
204,13121000600,1907.0,173.0,173.0,0.0,20.0,53.0,33.0,58.0,9.0,0.0,877.0,848.0,0.0,0.0,76.0,60.0,452.0,260.0,29.0,654.0,622.0,0.0,0.0,10.0,38.0,191.0,383.0,32.0,203.0,203.0,0.0,0.0,19.0,48.0,53.0,83.0,0.0,2017.0
205,13121000200,1018.0,95.0,95.0,0.0,0.0,0.0,38.0,57.0,0.0,0.0,264.0,264.0,0.0,0.0,0.0,92.0,107.0,65.0,0.0,521.0,521.0,0.0,0.0,0.0,0.0,114.0,407.0,0.0,138.0,109.0,0.0,0.0,0.0,0.0,0.0,109.0,29.0,2012.0
206,13121000200,968.0,86.0,86.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,249.0,249.0,0.0,0.0,0.0,73.0,130.0,46.0,0.0,521.0,521.0,0.0,0.0,0.0,0.0,66.0,455.0,0.0,112.0,74.0,0.0,0.0,0.0,0.0,0.0,74.0,38.0,2013.0
207,13121000200,869.0,94.0,94.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,311.0,311.0,0.0,0.0,0.0,51.0,110.0,150.0,0.0,338.0,338.0,0.0,0.0,0.0,0.0,60.0,278.0,0.0,126.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,46.0,2014.0
208,13121000200,893.0,103.0,103.0,0.0,0.0,0.0,92.0,11.0,0.0,0.0,308.0,308.0,0.0,0.0,10.0,108.0,181.0,9.0,0.0,330.0,330.0,0.0,0.0,0.0,49.0,162.0,119.0,0.0,152.0,128.0,0.0,0.0,0.0,0.0,18.0,110.0,24.0,2015.0
209,13121000200,920.0,123.0,123.0,0.0,0.0,0.0,96.0,27.0,0.0,0.0,345.0,345.0,0.0,0.0,0.0,112.0,190.0,43.0,0.0,277.0,277.0,0.0,0.0,0.0,38.0,107.0,132.0,0.0,175.0,127.0,0.0,0.0,0.0,0.0,31.0,96.0,48.0,2016.0
210,13121000200,832.0,80.0,80.0,0.0,0.0,0.0,55.0,25.0,0.0,0.0,335.0,335.0,0.0,0.0,0.0,93.0,170.0,72.0,0.0,272.0,272.0,0.0,0.0,0.0,18.0,109.0,145.0,0.0,145.0,112.0,0.0,0.0,0.0,0.0,29.0,83.0,33.0,2017.0
211,13121000400,445.0,34.0,34.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,289.0,289.0,0.0,0.0,0.0,51.0,76.0,162.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,2012.0
212,13121000400,404.0,46.0,46.0,0.0,0.0,0.0,0.0,31.0,15.0,0.0,239.0,239.0,0.0,0.0,0.0,48.0,60.0,131.0,0.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,27.0,27.0,0.0,0.0,7.0,0.0,0.0,20.0,0.0,2013.0
213,13121000400,349.0,17.0,17.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,199.0,199.0,0.0,0.0,0.0,29.0,43.0,127.0,0.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,15.0,15.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,2014.0
214,13121000400,311.0,50.0,50.0,0.0,0.0,0.0,32.0,18.0,0.0,0.0,124.0,124.0,0.0,0.0,31.0,6.0,72.0,15.0,0.0,123.0,123.0,0.0,0.0,0.0,0.0,39.0,84.0,0.0,14.0,14.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,2015.0
215,13121000400,308.0,56.0,56.0,0.0,0.0,0.0,32.0,17.0,7.0,0.0,107.0,107.0,0.0,0.0,0.0,40.0,37.0,30.0,0.0,133.0,133.0,0.0,0.0,0.0,8.0,47.0,78.0,0.0,12.0,12.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,2016.0
216,13121000400,363.0,68.0,68.0,0.0,0.0,0.0,12.0,38.0,18.0,0.0,125.0,125.0,0.0,0.0,0.0,31.0,12.0,82.0,0.0,165.0,165.0,0.0,0.0,0.0,8.0,48.0,109.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2017.0
217,13121000100,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,117.0,0.0,0.0,0.0,56.0,61.0,0.0,0.0,136.0,136.0,0.0,0.0,0.0,0.0,14.0,122.0,0.0,116.0,116.0,0.0,0.0,0.0,0.0,35.0,81.0,0.0,2012.0
