"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic"," %Black Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","% Hispanic","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Fulton County 011800",="13121011800",72,78,53,93,5,47,2.1,110,397,681,16392,7898,-1,16,24,30,30,75,-1,19,27,94,62,-1,68,91,66,18,100,11,21,64,11,4,-1,100,100,-1,-1,-1,0,-1,42,100,225,40,45,15,2,47,90,21,="NA",="12060",="04000",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Fulton County 011900",="13121011900",778,82,606,95,5,8,1.3,814,320,685,13780,10259,1,35,31,17,16,22,0,76,25,96,76,0,15,49,11,44,35,30,2,26,8,63,4,97,95,2,-1,-1,2,-1,66,89,170,73,23,4,7,38,73,2,="NA",="12060",="04000",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Fulton County 012000",="13121012000",561,86,469,97,7,16,2,921,312,784,13354,6800,11,34,22,11,22,36,1,57,23,95,77,0,33,67,31,32,32,19,4,45,23,27,1,97,96,1,0,-1,1,-1,80,59,215,61,12,27,6,38,95,32,="NA",="12060",="04000",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Fulton County 012300",="13121012300",21,92,43,100,6,2,1.4,62,287,1702,11246,7800,3,39,42,3,13,9,-1,79,20,98,84,-1,14,74,14,40,86,55,-1,26,9,65,2,98,98,-1,-1,-1,0,17,129,98,116,19,67,14,53,19,67,55,="NA",="12060",="17776",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Fulton County 980000",="13121980000",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Fulton County 999999",="13121999999",112,92,112,100,6,17,2.8,311,226,869,9407,3388,20,35,18,12,15,26,2,54,15,98,84,1,63,85,59,13,25,8,5,59,14,21,-1,84,82,-1,-1,1,1,-1,62,86,146,18,34,48,14,26,87,57,="NA",="12060",="01696",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gilmer County 080100",="13123080100",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="99999",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gilmer County 080200",="13123080200",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gilmer County 080300",="13123080300",114,98,112,100,8,16,1.6,174,345,377,14896,9588,-1,31,34,19,16,21,-1,79,39,83,35,2,17,66,15,53,33,30,4,22,20,54,3,2,-1,-1,-1,-1,2,22,91,99,137,46,37,18,33,23,23,63,="NA",="99999",="25356",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gilmer County 080400",="13123080400",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gilmer County 080500",="13123080500",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glascock County 010100",="13125010100",15,98,15,100,9,13,1.9,29,315,437,15500,8017,13,13,27,27,20,47,-1,53,38,73,33,-1,33,87,33,40,20,21,-1,33,33,33,-1,53,53,-1,-1,-1,0,-1,106,100,46,13,47,40,47,12,11,58,="NA",="99999",="32748",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000101",="13127000101",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000102",="13127000102",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000200",="13127000200",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000300",="13127000300",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000401",="13127000401",21,94,19,98,6,21,3.4,64,361,627,14802,4394,17,17,28,17,22,53,11,32,29,84,68,-1,79,100,79,28,100,13,-1,84,11,5,-1,74,74,-1,-1,-1,0,3,90,100,199,-1,11,89,32,22,22,61,="NA",="15260",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000403",="13127000403",6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="15260",="19830",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000404",="13127000404",38,94,35,98,4,17,3.1,107,341,627,14455,4728,15,21,21,15,29,54,-1,43,30,89,63,-1,71,94,69,19,100,12,3,71,14,11,-1,71,69,-1,-1,-1,3,6,102,100,207,-1,17,83,37,16,27,61,="NA",="15260",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000501",="13127000501",257,98,254,100,6,15,2,508,340,588,15798,7899,7,19,24,20,31,20,0,75,38,69,37,-1,30,71,29,16,14,10,1,31,6,61,10,40,38,-1,-1,1,2,34,73,39,206,60,6,34,13,25,60,60,="NA",="15260",="11560",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000503",="13127000503",136,96,133,100,5,15,1.8,235,309,430,12981,7347,4,36,30,17,13,21,-1,76,31,90,52,2,29,60,29,19,7,8,1,32,3,64,5,60,59,-1,-1,1,1,8,72,100,115,62,5,33,12,20,57,45,="NA",="15260",="19830",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000504",="13127000504",172,96,164,99,5,9,1.9,313,318,528,12683,6645,5,32,26,28,9,23,-1,71,31,93,49,1,34,82,34,27,14,14,3,34,7,55,4,77,75,1,-1,-1,2,5,91,98,145,41,22,37,26,24,70,46,="NA",="15260",="19830",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000600",="13127000600",114,94,105,98,4,33,2.7,287,326,627,12098,4426,14,28,18,22,18,46,-1,44,26,90,61,1,73,94,73,26,50,13,12,70,12,6,-1,87,83,3,1,-1,3,20,52,98,177,14,39,47,15,18,28,66,="NA",="15260",="23200",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000700",="13127000700",280,95,264,99,4,22,2.3,604,309,622,12500,5464,10,29,22,17,22,42,1,45,28,87,59,2,50,86,48,26,76,18,6,57,22,16,1,90,89,-1,-1,0,0,33,84,87,184,28,28,44,25,34,69,55,="NA",="15260",="11560",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000800",="13127000800",403,96,389,100,4,26,2.5,984,273,608,11900,4704,13,29,23,14,21,44,1,41,26,88,63,1,63,81,55,20,74,13,15,60,14,11,1,91,88,1,0,0,2,16,69,98,172,13,41,46,23,55,87,60,="NA",="15260",="11560",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 000900",="13127000900",263,98,256,100,4,35,2.5,644,260,613,11319,4499,13,20,28,11,26,43,1,34,25,89,62,1,73,91,71,13,83,10,22,58,11,9,1,89,87,-1,-1,1,1,16,50,96,177,9,49,41,18,33,59,67,="NA",="15260",="11560",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 001000",="13127001000",22,95,21,99,4,5,2.7,56,317,585,12728,4773,11,32,16,26,16,29,-1,62,28,95,57,5,57,90,57,25,20,13,5,67,5,24,5,86,86,-1,-1,-1,0,-1,94,100,158,14,33,52,33,9,16,71,="NA",="15260",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 990000",="13127990000",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Glynn County 999999",="13127999999",4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="15260",="23200",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gordon County 970100",="13129970100",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gordon County 970200",="13129970200",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gordon County 970300",="13129970300",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gordon County 970400",="13129970400",78,95,77,100,6,23,1.8,142,236,591,10320,5596,18,38,25,16,4,34,1,65,27,94,64,-1,44,78,42,13,48,14,9,36,22,32,1,19,16,-1,-1,-1,4,-1,62,100,105,31,58,10,22,23,23,65,="NA",="15660",="12456",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gordon County 970500",="13129970500",76,99,77,100,6,10,1.5,113,281,480,11935,8133,6,38,31,16,9,13,3,70,32,91,49,4,10,60,6,65,63,43,1,22,25,52,1,21,13,-1,-1,1,6,-1,80,100,100,62,30,8,12,24,31,71,="NA",="15660",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gordon County 970600",="13129970600",236,92,217,100,7,17,1.8,388,286,402,14141,7909,4,32,31,18,15,25,-1,73,37,83,44,-1,27,83,26,41,13,17,3,30,17,49,3,20,15,-1,-1,-1,6,13,68,100,116,54,28,18,9,21,41,64,="NA",="15660",="12456",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gordon County 970700",="13129970700",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gordon County 970800",="13129970800",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gordon County 970900",="13129970900",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gordon County 999999",="13129999999",19,93,18,100,6,39,3.3,59,275,394,15106,4608,12,53,6,12,18,44,-1,50,32,83,67,-1,78,89,67,13,-1,7,11,67,11,11,-1,56,22,6,-1,-1,33,7,61,100,141,6,33,61,17,23,23,65,="NA",="15660",="12456",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Grady County 950100",="13131950100",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="99999",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Grady County 950200",="13131950200",8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="99999",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Grady County 950300",="13131950300",99,97,94,99,7,22,3,286,308,418,14882,4891,3,32,27,15,23,47,1,51,35,83,51,2,67,88,67,27,73,13,7,67,14,12,2,90,89,-1,-1,-1,1,-1,55,100,136,16,34,50,6,29,62,68,="NA",="99999",="12400",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Grady County 950400",="13131950400",87,96,84,100,6,12,1.4,115,257,455,12214,8921,4,57,21,6,12,24,-1,76,34,87,65,-1,21,63,21,62,42,42,5,32,26,37,2,95,88,-1,2,-1,5,-1,84,100,112,62,32,6,12,20,43,59,="NA",="99999",="12400",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Grady County 950500",="13131950500",72,95,68,99,7,12,1.7,118,276,342,12769,7358,1,47,28,12,12,19,-1,81,34,88,56,1,25,75,26,45,8,14,6,31,9,54,4,69,66,-1,-1,-1,3,-1,76,96,101,65,15,21,6,35,43,66,="NA",="99999",="12400",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Grady County 950600",="13131950600",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Grady County 999999",="13131999999",4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="99999",="12400",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Greene County 950100",="13133950100",1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="99999",="84260",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Greene County 950200",="13133950200",25,94,24,100,7,21,2.5,60,404,479,21503,8601,-1,17,13,25,46,58,-1,42,48,63,29,-1,63,92,63,35,75,18,4,58,21,17,4,96,96,-1,-1,-1,0,12,97,79,164,17,38,46,21,29,56,74,="NA",="99999",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Greene County 950301",="13133950301",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Greene County 950302",="13133950302",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Greene County 950303",="13133950303",113,97,110,100,7,14,2.5,274,333,388,20000,8029,6,21,19,20,35,50,-1,46,43,68,41,3,45,82,46,12,21,7,2,51,16,31,4,99,99,-1,-1,-1,0,17,96,64,53,29,24,47,14,36,67,62,="NA",="99999",="34876",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Greene County 950400",="13133950400",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Greene County 950500",="13133950500",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Greene County 999999",="13133999999",43,96,41,100,6,17,2.4,98,349,456,20243,8469,2,22,22,17,37,51,2,46,44,71,34,2,37,71,39,29,69,20,-1,54,17,29,-1,90,90,-1,-1,-1,0,23,69,78,199,39,20,41,12,22,43,63,="NA",="99999",="34876",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gwinnett County 050103",="13135050103",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="11784",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gwinnett County 050105",="13135050105",146,97,142,100,6,7,2.3,329,375,441,16934,7309,7,31,20,14,28,50,-1,48,27,90,67,13,26,73,28,26,31,13,1,36,20,43,1,51,35,1,-1,4,13,28,90,100,51,18,41,41,34,22,53,65,="NA",="12060",="11784",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gwinnett County 050106",="13135050106",34,77,27,100,5,7,1.7,45,312,668,13151,7890,12,27,31,15,15,15,-1,81,23,96,81,-1,22,93,22,14,60,33,-1,22,4,74,7,78,56,7,-1,-1,22,19,152,93,91,37,48,15,26,14,42,51,="NA",="12060",="11784",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gwinnett County 050107",="13135050107",5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="74180",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gwinnett County 050108",="13135050108",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gwinnett County 050109",="13135050109",42,86,37,100,6,5,2.4,87,387,552,16593,7057,9,29,17,17,29,30,-1,65,27,95,70,8,35,84,35,35,64,23,-1,46,24,30,3,54,41,-1,-1,5,8,18,136,100,96,14,41,46,38,13,45,86,="NA",="12060",="74180",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gwinnett County 050205",="13135050205",3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="24600",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gwinnett County 050208",="13135050208",9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="99999",="NA",="NA",="GA",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="GA Georgia Gwinnett County 050209",="13135050209",4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="12060",="24600",="NA",="NA",="GA",="NA",="NA"
